species_id	count_reads	coverage	relative_abundance	sample	kingdom	phylum	class	order	family	genus	species
Bacteroides_massiliensis_44749	208	5.20805511394	0.0325169196675	XPA_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides massiliensis
Bacteroides_vulgatus_57955	187	4.56705450092	0.0285147797162	XPA_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
Bacteroides_uniformis_57318	179	5.02869524479	0.0313970715997	XPA_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
Lachnospiraceae_bacterium_62050	133	3.05632582322	0.0190824211913	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 1_4_56FAA
Parabacteroides_distasonis_56985	123	2.95316301703	0.0184383157415	XPA_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp. 31_2
Anaerococcus_obesiensis_58051	113	2.59818036393	0.016221952404	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus obesiensis
Escherichia_fergusonii_56914	108	2.37907750832	0.0148539657374	XPA_036	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia fergusonii
Atopobium_minutum_50290	90	2.04557919622	0.0127717416467	XPA_036	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Atopobium	Atopobium sp. BV3Ac4
Bacteroides_caccae_53434	82	1.99485316379	0.0124550294988	XPA_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
Clostridiales_bacterium_52743	70	1.68995098039	0.0105513476853	XPA_036	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. 3_3_56FAA
Finegoldia_magna_61710	64	1.48048139159	0.00924350711087	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Finegoldia	Finegoldia magna
Eggerthella_lenta_56463	63	1.4123583738	0.00881817545664	XPA_036	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Eggerthella	Eggerthella sp. HGA1
Clostridiales_bacterium_61057	62	1.42740286299	0.00891210695998	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales			butyrate-producing bacterium SS3/4
Peptoniphilus_lacrimalis_56996	49	1.35643335643	0.00846900301947	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus sp. oral taxon 836
Dorea_longicatena_59913	43	1.00501031536	0.00627486441186	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena
Bacteroides_rodentium_59708	35	0.965899988557	0.00603067587567	XPA_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides rodentium
Oscillospiraceae_bacterium_54867	34	0.842866535174	0.00526250640884	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. KLE 1728
Bifidobacterium_longum_57796	31	0.659163135593	0.00411553915213	XPA_036	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum subsp. infantis
Coprococcus_catus_62200	31	0.724873999407	0.00452581032499	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus catus
Subdoligranulum_sp_62068	28	0.654664649521	0.00408745248503	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum sp. 4_3_54A2FAA
Ruminococcus_gnavus_57638	26	0.616211987875	0.00384737013521	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 2_1_58FAA
Enterococcus_faecium_56710	25	0.579753381066	0.00361973783047	XPA_036	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
Escherichia_albertii_56276	25	0.574421062746	0.00358644506328	XPA_036	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia albertii
Clostridiales_bacterium_59663	25	0.613469682884	0.00383024832887	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-14
Peptoniphilus_harei_62491	17	0.425538368214	0.0026568837372	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei
Bacteroides_faecis_58503	17	0.388702631312	0.00242689678976	XPA_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis
Lachnospiraceae_bacterium_56833	16	0.383375474083	0.00239363624627	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium VE202-12
Ruminococcus_lactaris_55568	15	0.35039717564	0.00218773353253	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus lactaris
Escherichia_coli_57907	12	0.263102424068	0.00164270158449	XPA_036	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia sp. KTE31
Holdemania_filiformis_61753	12	0.262864823349	0.00164121810489	XPA_036	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis
Coprococcus_comes_61587	11	0.248307447232	0.00155032793199	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus comes
Clostridium_hylemonae_61789	9	0.2238479148	0.00139761283321	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hylemonae
Holdemania_sp_59514	8	0.182617942769	0.00114019011799	XPA_036	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania massiliensis
Bacteroides_xylanisolvens_57185	8	0.199477439453	0.00124545376965	XPA_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. D1
Campylobacter_ureolyticus_62430	7	0.165953980859	0.00103614730375	XPA_036	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter ureolyticus
Barnesiella_intestinihominis_62208	7	0.162131865892	0.00101228361517	XPA_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Barnesiella intestinihominis
Clostridiales_bacterium_62591	7	0.177532904806	0.001108441266	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium 9401234
Dorea_longicatena_61473	7	0.157754800591	0.000984955048623	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena
Anaerococcus_hydrogenalis_58044	6	0.167660470011	0.00104680190887	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
Bacteroides_ureolyticus_58254	5	0.124923640806	0.000779971007182	XPA_036	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter ureolyticus
Bacteroides_cellulosilyticus_58046	3	0.0793902826294	0.00049567974727	XPA_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
Alistipes_finegoldii_56071	2	0.0500200080032	0.000312304026441	XPA_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. HGB5
Peptoniphilus_sp_58646	1	0.0249522084717	0.000155791162085	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus grossensis
Peptoniphilus_sp_58372	1	0.0251458459063	0.000157000153304	XPA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus senegalensis
Gordonibacter_pamelaeae_62044	1	0.0270678757901	0.000169000504676	XPA_036	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Gordonibacter	Gordonibacter pamelaeae
Bacteroides_thetaiotaomicron_56941	358	8.62424614127	0.152466260465	XPA_072	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 1_1_6
Bacteroides_massiliensis_44749	281	7.09485956545	0.125428552102	XPA_072	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides massiliensis
Clostridiales_bacterium_59945	202	4.78162980673	0.0845334425315	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis		Clostridiales bacterium S7-1-4
Clostridiales_bacterium_56470	158	5.35017844397	0.0945846960778	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-03
Streptococcus_constellatus_50409	150	3.53462109955	0.0624878339952	XPA_072	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus constellatus subsp. pharyngis
Streptococcus_anginosus_58223	149	3.515700842	0.0621533466825	XPA_072	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus
Streptococcus_anginosus_58303	142	3.26955832838	0.0578018441884	XPA_072	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus
Bacteroides_uniformis_57318	121	3.33696416022	0.0589934979222	XPA_072	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
Streptococcus_anginosus_54555	75	1.75004951476	0.0309387627362	XPA_072	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus
Dorea_longicatena_59913	69	1.62324393359	0.0286969931427	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena
Streptococcus_anginosus_58032	68	1.58107974245	0.0279515811445	XPA_072	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus
Anaerococcus_obesiensis_58051	62	1.44121175765	0.0254788840239	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus obesiensis
Blautia_producta_61268	45	1.04599045114	0.0184918484415	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta
Bacteroides_rodentium_59708	44	1.21650074379	0.0215062645732	XPA_072	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides rodentium
Streptococcus_constellatus_57767	39	0.893313521545	0.0157927046401	XPA_072	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus constellatus
Bacteroides_ureolyticus_58254	34	0.851354103034	0.0150509127749	XPA_072	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter ureolyticus
Ruminococcus_gnavus_57638	33	0.732081744402	0.0129423214615	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 2_1_58FAA
Finegoldia_magna_61710	26	0.587176375405	0.0103805694695	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Finegoldia	Finegoldia magna
Bacteroides_vulgatus_57955	24	0.583894672382	0.0103225529218	XPA_072	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
Dorea_longicatena_61473	22	0.478483505662	0.00845901074801	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena
Campylobacter_ureolyticus_62430	19	0.460191407045	0.00813562852695	XPA_072	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter ureolyticus
Peptoniphilus_harei_62491	18	0.424021838035	0.00749619421125	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei
Coprococcus_comes_61587	18	0.418458781362	0.00739784608508	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus comes
Clostridiales_bacterium_52743	18	0.438725490196	0.00775613703101	XPA_072	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. 3_3_56FAA
Dorea_formicigenerans_56346	16	0.378931750742	0.00669905590131	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea formicigenerans
Eggerthella_lenta_56463	16	0.373512329811	0.00660324708165	XPA_072	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Eggerthella	Eggerthella sp. HGA1
Bacteroides_faecis_58503	15	0.346743878899	0.00613001318478	XPA_072	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis
Varibaculum_cambriense_60384	14	0.298191933241	0.00527167339815	XPA_072	Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Varibaculum	Varibaculum cambriense
Lachnospiraceae_bacterium_62050	10	0.23647217408	0.00418054256517	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 1_4_56FAA
Streptococcus_intermedius_57028	10	0.22202398652	0.00392511605116	XPA_072	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus intermedius
Bifidobacterium_longum_57796	7	0.154484463277	0.00273109881489	XPA_072	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum subsp. infantis
Subdoligranulum_sp_62068	6	0.151285930408	0.00267455261509	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum sp. 4_3_54A2FAA
Lactobacillus_rhamnosus_57549	6	0.165258215962	0.00292156575615	XPA_072	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus rhamnosus
Bacteroides_cellulosilyticus_58046	2	0.0519741716947	0.000918840611603	XPA_072	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
Anaerococcus_hydrogenalis_58044	1	0.0284110838302	0.000502273663854	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
Lachnospiraceae_bacterium_56833	1	0.0263379688158	0.000465623493093	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium VE202-12
Barnesiella_intestinihominis_62208	1	0.0254764088454	0.000450392152904	XPA_072	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Barnesiella intestinihominis
Peptoniphilus_sp_58372	1	0.0251458459063	0.0004445481992	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus senegalensis
Lactobacillus_paracasei_55666	1	0.0227743271222	0.000402622610028	XPA_072	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paracasei subsp. paracasei
Blautia_producta_56315	1	0.0243878645986	0.000431148004726	XPA_072	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta
Enterococcus_durans_52177	389	9.24226190476	0.202394254686	XPB_001	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus durans
Bacteroides_thetaiotaomicron_56941	189	4.5813145252	0.100325196187	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 1_1_6
Bacteroides_fragilis_54507	144	3.4407002631	0.0753471360716	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
Bacteroides_salyersiae_54873	134	3.24704563977	0.0711063361939	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides salyersiae
Peptoniphilus_timonensis_58570	127	2.97540983607	0.0651578436491	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus timonensis
Escherichia_coli_58110	98	2.35091420534	0.0514821515905	XPB_001	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
Bacteroides_vulgatus_57955	93	2.24739742805	0.0492152605194	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
Clostridium_sp_60782	81	1.91169379144	0.0418637606349	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. ATCC 29733
Alistipes_shahii_62199	69	1.74160614672	0.0381390488231	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii
Sutterella_wadsworthensis_56828	43	0.930906456579	0.0203857151423	XPB_001	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella wadsworthensis
Alistipes_onderdonkii_55464	37	0.886498668306	0.0194132387829	XPB_001					Rikenellaceae		
Bacteroides_eggerthii_54457	35	0.829405840886	0.0181629755495	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii
Enterococcus_gallinarum_52312	34	0.840286174929	0.0184012415846	XPB_001	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp. HSIEG1
Parabacteroides_merdae_56972	33	0.811686345746	0.0177749402342	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides merdae
Escherichia_fergusonii_56914	30	0.632429862102	0.0138494420414	XPB_001	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia fergusonii
Parabacteroides_distasonis_56985	28	0.666261151663	0.0145903059885	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp. 31_2
Parabacteroides_goldsteinii_56831	28	0.676147251639	0.0148067995111	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides sp. ASF519
Clostridiaceae_bacterium_58376	27	0.650959860384	0.0142552263862	XPB_001	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma fastidiosa
Bacteroides_uniformis_57318	26	0.735886624502	0.0161150188595	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
Oscillibacter_sp_60799	22	0.507974964668	0.0111240316962	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. ER4
Clostridium_hylemonae_61789	21	0.508908131781	0.0111444669169	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hylemonae
Finegoldia_magna_61710	19	0.449534789644	0.00984426319475	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Finegoldia	Finegoldia magna
Bacteroides_faecichinchillae_59709	18	0.429954809555	0.00941548552995	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecichinchillae
Clostridiales_bacterium_62591	18	0.439342924191	0.00962107378144	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium 9401234
Coprococcus_catus_62200	18	0.418321968574	0.00916074051142	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus catus
Phascolarctobacterium_sp_59818	14	0.333534743202	0.00730400376637	XPB_001	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium sp. CAG
Enterococcus_faecium_56947	13	0.316855270995	0.00693874368385	XPB_001	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
Bacteroides_rodentium_59708	12	0.284243048404	0.00622457581532	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides rodentium
Escherichia_albertii_56276	11	0.245315652926	0.00537211336881	XPB_001	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia albertii
Clostridiales_bacterium_43336	10	0.266838266838	0.00584343234317	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-16
Eggerthella_lenta_56463	9	0.184804341617	0.00404698951075	XPB_001	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Eggerthella	Eggerthella sp. HGA1
Eubacterium_limosum_60946	9	0.21083696178	0.00461707211713	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium limosum
Bacteroides_intestinalis_61596	8	0.200143105387	0.00438288971495	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis
Intestinimonas_butyriciproducens_60001	7	0.169583584792	0.00371367351461	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales		Intestinimonas	Intestinimonas butyriciproducens
Alistipes_finegoldii_56071	7	0.173069227691	0.00379000483956	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. HGB5
Collinsella_sp_62205	6	0.123017003895	0.00269392223175	XPB_001	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Collinsella	Collinsella sp. 4_8_47FAA
Ruminococcus_sp_55468	5	0.114684764434	0.00251145635783	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. KLE 1732
Bilophila_wadsworthia_57364	4	0.095546399843	0.00209234953341	XPB_001	Bacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila wadsworthia
Clostridium_hathewayi_62211	4	0.0874048376217	0.00191405925829	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hathewayi
Ruminococcus_gauvreauii_59033	3	0.0730112249878	0.00159885671033	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus gauvreauii
Clostridium_symbiosum_54029	3	0.063556851312	0.00139181746676	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] symbiosum
Parabacteroides_gordonii_58986	3	0.0758035172832	0.00166000450335	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides gordonii
Bacteroides_nordii_55557	3	0.0792644261256	0.00173579418264	XPB_001							
Bacteroides_cellulosilyticus_58046	3	0.0606541759289	0.00132825241885	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus
Bacteroides_ovatus_58035	2	0.0501004016064	0.00109713764304	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
Oscillospiraceae_bacterium_54867	2	0.0479947403024	0.00105102623064	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. KLE 1728
Holdemania_filiformis_61753	2	0.0480030721966	0.00105120868895	XPB_001	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis
Enterococcus_avium_44557	2	0.0430486253791	0.000942712351005	XPB_001	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus avium
Clostridiales_bacterium_56470	2	0.0713775874375	0.00156308204199	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-03
Butyricimonas_virosa_58742	1	0.0253832876434	0.000555863016759	XPB_001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	Butyricimonas virosa
Collinsella_aerofaciens_61484	1	0.0217036396812	0.000475283217734	XPB_001	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
Bifidobacterium_longum_57796	1	0.0220692090395	0.000483288740471	XPB_001	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum subsp. infantis
Clostridiales_bacterium_59662	1	0.0239480318014	0.000524432665681	XPB_001	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-08
Enterococcus_faecium_56947	530	12.5395076434	0.236227379581	XPB_028	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
Bacteroides_thetaiotaomicron_56941	133	3.18358376776	0.0599744162626	XPB_028	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 1_1_6
Bacteroides_salyersiae_54873	128	3.06377343113	0.0577173514182	XPB_028	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides salyersiae
Clostridiaceae_bacterium_58376	116	2.68305216211	0.0505450771719	XPB_028	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma fastidiosa
Bacteroides_fragilis_54507	115	2.71716251771	0.0511876701786	XPB_028	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
Bacteroides_faecichinchillae_59709	108	2.80933935873	0.0529241573064	XPB_028	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecichinchillae
